Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2	PxK_sample_type
SRX21480131	SRR25757158	2024-01-30 1:04:16	2023-08-24 13:47:19	26069917	2633061617	0	101	792		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR025/25757/SRR25757158/SRR25757158.lite.1	GSM7732824	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP456950	PRJNA1009058	3	1009058	SRS18712739	SAMN37145155	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM7732824							no					CONWAY LAB, MICROBIOLOGY AND MOLECULAR GENETICS, OKLAHOMA STATE UNIVERSITY	SRA1699173		public	B33C245DE7CC190F9DDA17AA6B5F7240	4F12AAF69C85C72A2D2B23F9EA7AEB75			
SRX21480132	SRR25757157	2024-01-30 1:04:16	2023-08-24 13:47:52	22751510	2297902510	0	101	692		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR025/25757/SRR25757157/SRR25757157.lite.1	GSM7732825	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP456950	PRJNA1009058	3	1009058	SRS18712740	SAMN37145154	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM7732825							no					CONWAY LAB, MICROBIOLOGY AND MOLECULAR GENETICS, OKLAHOMA STATE UNIVERSITY	SRA1699173		public	462F77A59A95BE01CCC6B99996B86C25	FA6F640CC02E479F41361937598ED239			
SRX21480133	SRR25757156	2024-01-30 1:04:16	2023-08-24 13:48:27	25848016	2610649616	0	101	783		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR025/25757/SRR25757156/SRR25757156.lite.1	GSM7732826	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP456950	PRJNA1009058	3	1009058	SRS18712741	SAMN37145153	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM7732826							no					CONWAY LAB, MICROBIOLOGY AND MOLECULAR GENETICS, OKLAHOMA STATE UNIVERSITY	SRA1699173		public	3D9EF5057F0EE1007672DFB48872AE7E	E1010254B9ABBFC6892918CFE7401082			
SRX21480134	SRR25757155	2024-01-30 1:04:16	2023-08-24 13:45:47	22620475	2284667975	0	101	689		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR025/25757/SRR25757155/SRR25757155.lite.1	GSM7732827	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP456950	PRJNA1009058	3	1009058	SRS18712742	SAMN37145152	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM7732827							no					CONWAY LAB, MICROBIOLOGY AND MOLECULAR GENETICS, OKLAHOMA STATE UNIVERSITY	SRA1699173		public	59A06BDC2464D0452875021AF1C13658	2F169C1ABA15154C42031E2D0252BCAB			
SRX21480135	SRR25757154	2024-01-30 1:04:16	2023-08-24 13:46:05	11565988	1162393817	0	100	491		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR025/25757/SRR25757154/SRR25757154.lite.1	GSM7732828	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP456950	PRJNA1009058	3	1009058	SRS18712744	SAMN37145151	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM7732828							no					CONWAY LAB, MICROBIOLOGY AND MOLECULAR GENETICS, OKLAHOMA STATE UNIVERSITY	SRA1699173		public	FCCDF8F750CE4973356D85F1BF6BBFDE	8F4DD1EE90177CB0AF1E3A9C974B2FED			
SRX21480136	SRR25757153	2024-01-30 1:04:16	2023-08-24 13:46:07	12945395	1300653507	0	100	540		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR025/25757/SRR25757153/SRR25757153.lite.1	GSM7732829	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP456950	PRJNA1009058	3	1009058	SRS18712743	SAMN37145150	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM7732829							no					CONWAY LAB, MICROBIOLOGY AND MOLECULAR GENETICS, OKLAHOMA STATE UNIVERSITY	SRA1699173		public	9D77869CCAF9E3B5CEABDB4EADDC0226	04226106F361A51C6B05E688E7683F4E			
SRX21480137	SRR25757152	2024-01-30 1:04:16	2023-08-24 13:47:37	24010404	2425050804	0	101	734		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR025/25757/SRR25757152/SRR25757152.lite.1	GSM7732830	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP456950	PRJNA1009058	3	1009058	SRS18712745	SAMN37145149	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM7732830							no					CONWAY LAB, MICROBIOLOGY AND MOLECULAR GENETICS, OKLAHOMA STATE UNIVERSITY	SRA1699173		public	7E38A23455405414E53C245F673E387C	352D3A5438E02989E38E53EA98CB2C2F			
SRX21480138	SRR25757151	2024-01-30 1:04:16	2023-08-24 13:47:10	26389262	2665315462	0	101	800		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR025/25757/SRR25757151/SRR25757151.lite.1	GSM7732831	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP456950	PRJNA1009058	3	1009058	SRS18712747	SAMN37145148	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM7732831							no					CONWAY LAB, MICROBIOLOGY AND MOLECULAR GENETICS, OKLAHOMA STATE UNIVERSITY	SRA1699173		public	1D5F6984EC16A5F8F0D979D2570BBC66	A352A27010A7FE962FE584A967876B89			
SRX14986365	SRR18908407	2023-12-31 0:16:26	2022-04-25 7:14:44	5360843	1608252900	5360843	300	485		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18908/SRR18908407/SRR18908407.lite.1	a2293a19a752d6765560a696cbe07288	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP372044	PRJNA831300		831300	SRS12735837	SAMN27751126	simple	511145	Escherichia coli str. K-12 substr. MG1655	WTCon_1_33_1							no					UNIVERSITY OF QUEENSLAND	SRA1408943		public	E304D77A1B2A810DF3A76CB5D482DBD0	60B9B35324E95F0D1D3B834AB73C3222			
SRX14986366	SRR18908406	2023-12-31 0:16:26	2022-04-25 7:14:40	5303428	1591028400	5303428	300	477		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18908/SRR18908406/SRR18908406.lite.1	e23f992b0c88a5a42a6d4e39a06934ee	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP372044	PRJNA831300		831300	SRS12735838	SAMN27751136	simple	511145	Escherichia coli str. K-12 substr. MG1655	WTSer1_4_40_1							no					UNIVERSITY OF QUEENSLAND	SRA1408943		public	0145A03182E57F33600321B6C4852705	3799FD9484241A9E7F480DCF0DFE0FBC			
SRX14986367	SRR18908405	2023-12-31 0:16:26	2022-04-25 7:14:09	5114212	1534263600	5114212	300	461		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18908/SRR18908405/SRR18908405.lite.1	1e2062d9fe11b9f73a6211db1c6692fc	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP372044	PRJNA831300		831300	SRS12735839	SAMN27751138	simple	511145	Escherichia coli str. K-12 substr. MG1655	WTSer50_2_42_1							no					UNIVERSITY OF QUEENSLAND	SRA1408943		public	A24778BD7E659D60848070D220567539	35CE4F8877AFF67642AFE83E71DD790B			
SRX14986368	SRR18908404	2023-12-31 0:16:26	2022-04-25 7:14:39	5162333	1548699900	5162333	300	470		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18908/SRR18908404/SRR18908404.lite.1	ae089d6c0e28035bf49de57e40757e16	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP372044	PRJNA831300		831300	SRS12735840	SAMN27751140	simple	511145	Escherichia coli str. K-12 substr. MG1655	WTDul50_1_45_1							no					UNIVERSITY OF QUEENSLAND	SRA1408943		public	25C9FBAA770E33D51BF20F9F8955FE60	924CE8068B207BAB67598C67398F91D5			
SRX14986369	SRR18908403	2023-12-31 0:16:26	2022-04-25 7:15:01	6832282	2049684600	6832282	300	612		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18908/SRR18908403/SRR18908403.lite.1	8fb75aeea7d946f4383ecf6332d9da19	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP372044	PRJNA831300		831300	SRS12735841	SAMN27751142	simple	511145	Escherichia coli str. K-12 substr. MG1655	WTDul50_2_46_1							no					UNIVERSITY OF QUEENSLAND	SRA1408943		public	AB4534ABF9D386BDD4A99F9D0D9FA5D7	A3C1BCC2EC18BBF65AB4BD1BF3A4A78F			
SRX14986370	SRR18908402	2023-12-31 0:16:26	2022-04-25 7:14:59	5728587	1718576100	5728587	300	515		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18908/SRR18908402/SRR18908402.lite.1	e7de9bd28cd45aec6e3fd6a389769077	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP372044	PRJNA831300		831300	SRS12735842	SAMN27751144	simple	511145	Escherichia coli str. K-12 substr. MG1655	WTDul50_3_47_1							no					UNIVERSITY OF QUEENSLAND	SRA1408943		public	2AB2B6960587205124A0889F03A3EB2F	BE08A8E9EFD36D7BF522C649AC35FEF9			
SRX14986371	SRR18908401	2023-12-31 0:16:26	2022-04-25 7:14:21	4953539	1486061700	4953539	300	447		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18908/SRR18908401/SRR18908401.lite.1	757ba88f42471af7c0811f5db79c9f02	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP372044	PRJNA831300		831300	SRS12735843	SAMN27751128	simple	511145	Escherichia coli str. K-12 substr. MG1655	WTCon_2_34_1							no					UNIVERSITY OF QUEENSLAND	SRA1408943		public	9A1588844A2AC730D425942CB526B8EF	512847CE0666D0CCA5860C60993850D9			
SRX14986372	SRR18908400	2023-12-31 0:16:26	2022-04-25 7:15:25	6299898	1889969400	6299898	300	568		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18908/SRR18908400/SRR18908400.lite.1	a86a5916c20170f9c53148a74ff51ad4	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP372044	PRJNA831300		831300	SRS12735844	SAMN27751146	simple	511145	Escherichia coli str. K-12 substr. MG1655	WTBup50_1_49_1							no					UNIVERSITY OF QUEENSLAND	SRA1408943		public	927FBCAA2680A069F09D4154B538A4BF	2CD92DBAB48433FCB8DCE087C542A991			
SRX14986373	SRR18908399	2023-12-31 0:16:26	2022-04-25 7:14:01	4789507	1436852100	4789507	300	432		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR018/18908/SRR18908399/SRR18908399.lite.1	1c5d46a41e67c09c333e3175f3ff2194	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP372044	PRJNA831300		831300	SRS12735845	SAMN27751148	simple	511145	Escherichia coli str. K-12 substr. MG1655	WTBup50_3_51_1							no					UNIVERSITY OF QUEENSLAND	SRA1408943		public	BFCC162B838A7A8FDF64209B7260AED6	D334C034FA89F2B8C2B06F7EE49EC206			
SRX14986374	SRR18908398	2023-12-31 0:16:26	2022-04-25 7:14:08	5498027	1649408100	5498027	300	496		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18908/SRR18908398/SRR18908398.lite.1	918d24448bddd23fd4f2c6b78105ba60	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP372044	PRJNA831300		831300	SRS12735846	SAMN27751150	simple	511145	Escherichia coli str. K-12 substr. MG1655	WTBup50_4_52_1							no					UNIVERSITY OF QUEENSLAND	SRA1408943		public	CDF556CFC1780789A856BC57B6B8EF40	979A1F9C690512830F0C26E23CC1210A			
SRX14986375	SRR18908397	2023-12-31 0:16:26	2022-04-25 7:14:37	5994828	1798448400	5994828	300	537		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18908/SRR18908397/SRR18908397.lite.1	3d435d674bf349108a691505b6ac37a7	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP372044	PRJNA831300		831300	SRS12735847	SAMN27751154	simple	511145	Escherichia coli str. K-12 substr. MG1655	WTEsc50_3_55_1							no					UNIVERSITY OF QUEENSLAND	SRA1408943		public	8226B8D2ECF8938908851C2F17F7F232	C0032448F23A5872CAF43A6A09F443B0			
SRX14986376	SRR18908396	2023-12-31 0:16:26	2022-04-25 7:14:35	4788872	1436661600	4788872	300	435		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18908/SRR18908396/SRR18908396.lite.1	629a4c9016305f71c76e82c0a1226623	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP372044	PRJNA831300		831300	SRS12735848	SAMN27751152	simple	511145	Escherichia coli str. K-12 substr. MG1655	WTEsc50_2_54_1							no					UNIVERSITY OF QUEENSLAND	SRA1408943		public	017BF842633E244D6EAFFFCAE00EC3B7	8F5675253C46DF4DB8428C74072036B9			
SRX14986377	SRR18908395	2023-12-31 0:16:26	2022-04-25 7:14:48	5449120	1634736000	5449120	300	489		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR018/18908/SRR18908395/SRR18908395.lite.1	2295566f329d1b65804e3f14d3b2cd72	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP372044	PRJNA831300		831300	SRS12735849	SAMN27751156	simple	511145	Escherichia coli str. K-12 substr. MG1655	WTEsc50_4_56_1							no					UNIVERSITY OF QUEENSLAND	SRA1408943		public	75DE6B83FBA055B1F2A8F53A2E9AB7EE	C3F0A7F8FFB61BDDAC1F8DF5B61FC6CB			
SRX14986378	SRR18908394	2023-12-31 0:16:26	2022-04-25 7:15:10	5945600	1783680000	5945600	300	539		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18908/SRR18908394/SRR18908394.lite.1	a8dc9241af0991346f45de980cf25c05	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP372044	PRJNA831300		831300	SRS12735850	SAMN27751158	simple	511145	Escherichia coli str. K-12 substr. MG1655	WTAgo50_1_57_1							no					UNIVERSITY OF QUEENSLAND	SRA1408943		public	644C04B92CBDFDD1E83EBA9329EBA939	474BB6552020774D43D750938AAE3A09			
SRX14986379	SRR18908393	2023-12-31 0:16:26	2022-04-25 7:14:57	5973909	1792172700	5973909	300	535		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR018/18908/SRR18908393/SRR18908393.lite.1	90ff7ff173d84518a591889692bff985	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP372044	PRJNA831300		831300	SRS12735851	SAMN27751160	simple	511145	Escherichia coli str. K-12 substr. MG1655	WTAgo50_2_58_1							no					UNIVERSITY OF QUEENSLAND	SRA1408943		public	27930924D04CF703BF03B41E0037E931	17FD9AEF6EA2CA90754407C82AFC22F9			
SRX14986380	SRR18908392	2023-12-31 0:16:26	2022-04-25 7:14:50	6488800	1946640000	6488800	300	582		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18908/SRR18908392/SRR18908392.lite.1	f9b2a8a281786d356a87842e8f656116	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP372044	PRJNA831300		831300	SRS12735852	SAMN27751162	simple	511145	Escherichia coli str. K-12 substr. MG1655	WTAgo50_4_60_1							no					UNIVERSITY OF QUEENSLAND	SRA1408943		public	C5C98A004ABC350182D4976B800E14B8	6FA80C18B0B20E89D924C6462CAB3BE0			
SRX14986381	SRR18908391	2023-12-31 0:16:26	2022-04-25 7:14:04	4732649	1419794700	4732649	300	426		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18908/SRR18908391/SRR18908391.lite.1	3f2c806ea76c0001908c2d1bc14b2059	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP372044	PRJNA831300		831300	SRS12735853	SAMN27751164	simple	511145	Escherichia coli str. K-12 substr. MG1655	MTCon_1_61_1							no					UNIVERSITY OF QUEENSLAND	SRA1408943		public	4E0113C459C6715B760976A3E3178070	0A8AE33B13F303B7A428372B9930407C			
SRX14986382	SRR18908390	2023-12-31 0:16:26	2022-04-25 7:14:49	5388647	1616594100	5388647	300	485		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18908/SRR18908390/SRR18908390.lite.1	91136aaf47da42e9983399f0299709ad	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP372044	PRJNA831300		831300	SRS12735854	SAMN27751130	simple	511145	Escherichia coli str. K-12 substr. MG1655	WTCon_3_35_1							no					UNIVERSITY OF QUEENSLAND	SRA1408943		public	28737BD1A2E40C231F9B4F56089EA57A	E8B15A42CA7866D0C17C62B94BEFD869			
SRX14986383	SRR18908389	2023-12-31 0:16:26	2022-04-25 7:14:31	5371809	1611542700	5371809	300	483		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18908/SRR18908389/SRR18908389.lite.1	5d35e8de6515e463f4c21ada1be7ab44	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP372044	PRJNA831300		831300	SRS12735855	SAMN27751166	simple	511145	Escherichia coli str. K-12 substr. MG1655	MTCon_2_62_1							no					UNIVERSITY OF QUEENSLAND	SRA1408943		public	BF55944030815564FD7341BB701630E7	B2F780BEBE7040C839650257112869E5			
SRX14986384	SRR18908388	2023-12-31 0:16:26	2022-04-25 7:14:42	5620755	1686226500	5620755	300	504		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18908/SRR18908388/SRR18908388.lite.1	b4f4cdb4057971427be44ef6f750332b	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP372044	PRJNA831300		831300	SRS12735856	SAMN27751168	simple	511145	Escherichia coli str. K-12 substr. MG1655	MTCon_4_64_1							no					UNIVERSITY OF QUEENSLAND	SRA1408943		public	DD7E35EF1A2D520D84FF5C038AFD30F8	A4E23D3DC242143F06A81A237BAD0095			
SRX14986385	SRR18908387	2023-12-31 0:16:26	2022-04-25 7:14:27	5963741	1789122300	5963741	300	532		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR018/18908/SRR18908387/SRR18908387.lite.1	57e5ce34fa84df593a61d4a2c85fa700	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP372044	PRJNA831300		831300	SRS12735857	SAMN27751170	simple	511145	Escherichia coli str. K-12 substr. MG1655	MT50Tet_2_70_1							no					UNIVERSITY OF QUEENSLAND	SRA1408943		public	4086B27E6A27E7DA034A534550274085	93CD367ECF515BAF83C3AA65B9EE8FB5			
SRX14986386	SRR18908386	2023-12-31 0:16:26	2022-04-25 7:15:50	6871805	2061541500	6871805	300	616		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18908/SRR18908386/SRR18908386.lite.1	b5875aa3ef80bd23e38506eb004bf09b	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP372044	PRJNA831300		831300	SRS12735858	SAMN27751174	simple	511145	Escherichia coli str. K-12 substr. MG1655	MT50Tet_4_72_1							no					UNIVERSITY OF QUEENSLAND	SRA1408943		public	819DEDC4E261735757B3295D70306CB0	C2CC4B848B57F4423C60035550D15386			
SRX14986387	SRR18908385	2023-12-31 0:16:26	2022-04-25 7:14:32	5596272	1678881600	5596272	300	502		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18908/SRR18908385/SRR18908385.lite.1	b8b1656f6f161a3d52be4e8b5f106355	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP372044	PRJNA831300		831300	SRS12735859	SAMN27751172	simple	511145	Escherichia coli str. K-12 substr. MG1655	MT50Tet_3_71_1							no					UNIVERSITY OF QUEENSLAND	SRA1408943		public	71234D990B0170EB903D8E6B26229B02	5DF3CBCCA2C6ACCA641A2EC4545E55FA			
SRX14986388	SRR18908384	2023-12-31 0:16:26	2022-04-25 7:14:07	5377946	1613383800	5377946	300	491		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18908/SRR18908384/SRR18908384.lite.1	9488550f883e060d1a65887460e34f2a	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP372044	PRJNA831300		831300	SRS12735860	SAMN27751176	simple	511145	Escherichia coli str. K-12 substr. MG1655	MT50Cip_1_73_1							no					UNIVERSITY OF QUEENSLAND	SRA1408943		public	5C52782C3336048E6BA0025CBD55D334	E9C55E8DEA558066D2714F5D6844BF0F			
SRX14986389	SRR18908383	2023-12-31 0:16:26	2022-04-25 7:15:12	6034198	1810259400	6034198	300	556		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR018/18908/SRR18908383/SRR18908383.lite.1	2ec94ce103067f887800ab5b6ae37b79	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP372044	PRJNA831300		831300	SRS12735861	SAMN27751178	simple	511145	Escherichia coli str. K-12 substr. MG1655	MT50Cip_2_74_1							no					UNIVERSITY OF QUEENSLAND	SRA1408943		public	99D9FB9C06100FB2F8C5612B615AECAC	FAF70A65413D8DEB49F7F8436709614F			
SRX14986390	SRR18908382	2023-12-31 0:16:26	2022-04-25 7:14:41	5989773	1796931900	5989773	300	545		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18908/SRR18908382/SRR18908382.lite.1	0cfb8e368ab95f22e4ba6523456988b0	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP372044	PRJNA831300		831300	SRS12735862	SAMN27751180	simple	511145	Escherichia coli str. K-12 substr. MG1655	MT50Cip_4_76_1							no					UNIVERSITY OF QUEENSLAND	SRA1408943		public	20A4D33E1221A6469EF9ADAC0B9F351D	E4BE76C51EE3D82B4D49974C86DB973C			
SRX14986391	SRR18908381	2023-12-31 0:16:26	2022-04-25 7:14:36	6556223	1966866900	6556223	300	598		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR018/18908/SRR18908381/SRR18908381.lite.1	e1bf7f356715ab7c5e8a5fd3a7f7ffee	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP372044	PRJNA831300		831300	SRS12735863	SAMN27751182	simple	511145	Escherichia coli str. K-12 substr. MG1655	MT50Amo_1_77_1							no					UNIVERSITY OF QUEENSLAND	SRA1408943		public	05AF3700A9374AC05AE5A45A7ED452E9	301FA530E0C1A2562B36EA48786EB1A2			
SRX14986392	SRR18908380	2023-12-31 0:16:26	2022-04-25 7:15:02	5701323	1710396900	5701323	300	520		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18908/SRR18908380/SRR18908380.lite.1	dc8eb38ebe1c5c3aced541f24eaf1a39	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP372044	PRJNA831300		831300	SRS12735864	SAMN27751184	simple	511145	Escherichia coli str. K-12 substr. MG1655	MT50Amo_2_78_1							no					UNIVERSITY OF QUEENSLAND	SRA1408943		public	BC2EBFC457A1BD4F57712A607006BE2A	F74DBC1262E0220588CBC75FA6FDE351			
SRX14986393	SRR18908379	2023-12-31 0:16:26	2022-04-25 7:14:37	4943098	1482929400	4943098	300	446		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18908/SRR18908379/SRR18908379.lite.1	3f092a5198dcd6ce08dba2e930af9214	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP372044	PRJNA831300		831300	SRS12735865	SAMN27751132	simple	511145	Escherichia coli str. K-12 substr. MG1655	WTSer1_1_37_1							no					UNIVERSITY OF QUEENSLAND	SRA1408943		public	D3F431608A69071A96BC4A8350ACDC92	718C87FB15E603703B26A418DC664BCE			
SRX14986394	SRR18908378	2023-12-31 0:16:26	2022-04-25 7:14:41	5582108	1674632400	5582108	300	507		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18908/SRR18908378/SRR18908378.lite.1	87acbf0782bbc47e802865d29074de5c	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP372044	PRJNA831300		831300	SRS12735866	SAMN27751186	simple	511145	Escherichia coli str. K-12 substr. MG1655	MT50Amo_4_80_1							no					UNIVERSITY OF QUEENSLAND	SRA1408943		public	41FD567AD3BCE786B6C6ACFC87F0D1F0	1D7E99BD9F79B4286B77D87B843F3835			
