Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2	PxK_sample_type
SRX24823567	SRR29306514	2024-06-07 2:46:59	2024-06-06 11:23:43	4050787	1215236100	4050787	300	357		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29306/SRR29306514/SRR29306514.lite.1	S792	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP512193	PRJNA1118489		1118489	SRS21536713	SAMN41611094	simple	511145	Escherichia coli str. K-12 substr. MG1655	7							no					SOUTH CHINA AGRICULTURAL UNIVERSITY	SRA1890800		public	DAD4753212A0A59525CD898625439E2A	1ADBF61592E835A79D4679961F0FF359			
SRX24823568	SRR29306513	2024-06-07 2:46:59	2024-06-06 11:24:44	3437275	1031182500	3437275	300	303		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29306/SRR29306513/SRR29306513.lite.1	S793	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP512193	PRJNA1118489		1118489	SRS21536714	SAMN41611095	simple	511145	Escherichia coli str. K-12 substr. MG1655	8							no					SOUTH CHINA AGRICULTURAL UNIVERSITY	SRA1890800		public	5FE81F43595AB1E56AB031C5AA50F685	40BE72C2EE60EF8CFE60995AF20AF860			
SRX24823569	SRR29306512	2024-06-07 2:46:59	2024-06-06 11:23:57	3625407	1087622100	3625407	300	320		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29306/SRR29306512/SRR29306512.lite.1	S794	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP512193	PRJNA1118489		1118489	SRS21536715	SAMN41611096	simple	511145	Escherichia coli str. K-12 substr. MG1655	9							no					SOUTH CHINA AGRICULTURAL UNIVERSITY	SRA1890800		public	3A2830B985BE501FC16D2B34779FB664	F2AF7FBB83B52ECAB5140E1A78A236BB			
SRX24584867	SRR29060100	2024-05-21 1:08:41	2024-05-16 16:55:25	23377911	4675582200	23377911	200	2754		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29060/SRR29060100/SRR29060100.lite.1	GSM8273564	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	DNBSEQ	DNBSEQ-G400	SRP508189	PRJNA1112435		1112435	SRS21324619	SAMN41426576	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM8273564							no					TIANJIN UNIVERSITY	SRA1868090		public	71F53540784D574BCB2CAF92E230DB7D	D710532161B1E355DCEA5035A316274B			
SRX24584868	SRR29060099	2024-05-21 1:08:41	2024-05-16 16:55:32	23429915	4685983000	23429915	200	2776		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29060/SRR29060099/SRR29060099.lite.1	GSM8273565	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	DNBSEQ	DNBSEQ-G400	SRP508189	PRJNA1112435		1112435	SRS21324620	SAMN41426575	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM8273565							no					TIANJIN UNIVERSITY	SRA1868090		public	77EE9265E3BBCF22A9B527CD1C41C9BE	B48BECBEED30CE5087DE3D5A5C790EB4			
SRX24584869	SRR29060098	2024-05-21 1:08:41	2024-05-16 16:56:23	24682945	4936589000	24682945	200	2935		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29060/SRR29060098/SRR29060098.lite.1	GSM8273566	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	DNBSEQ	DNBSEQ-G400	SRP508189	PRJNA1112435		1112435	SRS21324621	SAMN41426574	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM8273566							no					TIANJIN UNIVERSITY	SRA1868090		public	3A5AF93963330912B52CECE8C937A53B	CE78C11BE075BFB452ACF7B0D8C0A19C			
SRX24584870	SRR29060097	2024-05-21 1:08:41	2024-05-16 16:55:07	23384348	4676869600	23384348	200	2747		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29060/SRR29060097/SRR29060097.lite.1	GSM8273567	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	DNBSEQ	DNBSEQ-G400	SRP508189	PRJNA1112435		1112435	SRS21324622	SAMN41426573	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM8273567							no					TIANJIN UNIVERSITY	SRA1868090		public	D9F87527D03453B3DE39E4A862498BCA	616526A7E6477D4A2D8605D479BE7412			
SRX24584871	SRR29060096	2024-05-21 1:08:41	2024-05-16 16:54:38	23412571	4682514200	23412571	200	2773		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29060/SRR29060096/SRR29060096.lite.1	GSM8273568	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	DNBSEQ	DNBSEQ-G400	SRP508189	PRJNA1112435		1112435	SRS21324623	SAMN41426572	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM8273568							no					TIANJIN UNIVERSITY	SRA1868090		public	DE8615E97DD7D76ACC0C1FFAE8E2123C	99B2B6D490F4D88855ED7DEA78CAD510			
SRX24584872	SRR29060095	2024-05-21 1:08:41	2024-05-16 16:56:23	24632192	4926438400	24632192	200	2902		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29060/SRR29060095/SRR29060095.lite.1	GSM8273569	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	DNBSEQ	DNBSEQ-G400	SRP508189	PRJNA1112435		1112435	SRS21324624	SAMN41426571	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM8273569							no					TIANJIN UNIVERSITY	SRA1868090		public	72966618401CD3EB31621ECCF42500A1	4C19092454152402598BB3FA87C68C64			
SRX18408142	SRR22439142	2024-05-15 14:19:22	2022-11-29 1:34:55	38071434	4804728519	0	126	1453		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR022/22439/SRR22439142/SRR22439142.lite.1	Ec_WT_TERMseq_1	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 2000	SRP410342	PRJNA906280		906280	SRS15891316	SAMN31914220	simple	511145	Escherichia coli str. K-12 substr. MG1655	Ec_WT_TERMseq_1							no					PENNSYLVANIA STATE UNIVERSITY	SRA1548759		public	1BB97A5598F9B8F43F8242D5621052AC	F995546D7D7A0FED163815E456F57B88			
SRX18408143	SRR22439141	2024-05-15 14:19:22	2022-11-29 1:38:35	40241887	5011974202	0	124	1520		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR022/22439/SRR22439141/SRR22439141.lite.1	Ec_WT_TERMseq_2	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 2000	SRP410342	PRJNA906280		906280	SRS15891317	SAMN31914221	simple	511145	Escherichia coli str. K-12 substr. MG1655	Ec_WT_TERMseq_2							no					PENNSYLVANIA STATE UNIVERSITY	SRA1548759		public	7CF99308DCE6BCB1EADFA81B9DF96337	05FF2FE16623715EF39293C32A4A6E07			
SRX18408144	SRR22439140	2024-05-15 14:19:22	2022-11-29 1:38:07	52438111	6777735886	0	129	2048		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR022/22439/SRR22439140/SRR22439140.lite.1	Ec_WT_TERMseq_3	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 2000	SRP410342	PRJNA906280		906280	SRS15891318	SAMN31914222	simple	511145	Escherichia coli str. K-12 substr. MG1655	Ec_WT_TERMseq_3							no					PENNSYLVANIA STATE UNIVERSITY	SRA1548759		public	CD1707718983D2BA0725CC1812131C6D	75FFDB811921E35DC6FE18EECB1EF390			
SRX24073350	SRR28470404	2024-05-08 16:06:36	2024-03-27 10:54:52	13391045	1352495545	0	101	417		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR028/28470/SRR28470404/SRR28470404.lite.1	GSM8172009	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 2000	SRP498114	PRJNA1092583	3	1092583	SRS20863744	SAMN40627647	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM8172009							no					ROTEM SOREK, WEIZMANN INSTITUTE FOR SCIENCE	SRA1834423		public	0B6EA06A4990A38386089EC17821F670	F3ACCF2F68B11DE1FA433C44890D4C1E			
SRX24073351	SRR28470403	2024-05-08 16:06:36	2024-03-27 10:54:24	11677428	1179420228	0	101	365		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR028/28470/SRR28470403/SRR28470403.lite.1	GSM8172010	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 2000	SRP498114	PRJNA1092583	3	1092583	SRS20863745	SAMN40627646	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM8172010							no					ROTEM SOREK, WEIZMANN INSTITUTE FOR SCIENCE	SRA1834423		public	F0F3809AFD05F5888DB1E5C4F32F58E0	9C874129B5CD8C76D7249B7E1C70E0B3			
SRX24073352	SRR28470402	2024-05-08 16:06:36	2024-03-27 10:54:55	13791010	1392892010	0	101	429		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR028/28470/SRR28470402/SRR28470402.lite.1	GSM8172011	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 2000	SRP498114	PRJNA1092583	3	1092583	SRS20863746	SAMN40627645	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM8172011							no					ROTEM SOREK, WEIZMANN INSTITUTE FOR SCIENCE	SRA1834423		public	8E1F34E03533DD4B856864591FC37C5B	1007DD981393EFDF3B1D6052F8AA39B6			
SRX22593243	SRR26899076	2024-05-01 0:30:40	2023-11-21 10:01:24	30213357	9124433814	30213357	302	2810		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR026/26899/SRR26899076/SRR26899076.lite.1	WT1	RNA-Seq	other	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP473239	PRJNA1043608		1043608	SRS19599829	SAMN38345644	simple	511145	Escherichia coli str. K-12 substr. MG1655	MG-1							no					SHIV NADAR UNIVERSITY	SRA1755057		public	77813FD05A010AD93DB2B2A91FBD774D	72126FD67AA009FDB7D2C9F8D7374759			
SRX22593244	SRR26899075	2024-05-01 0:30:40	2023-11-21 9:57:07	16580267	5007240634	16580267	302	1573		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR026/26899/SRR26899075/SRR26899075.lite.1	WT2	RNA-Seq	other	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP473239	PRJNA1043608		1043608	SRS19599826	SAMN38345645	simple	511145	Escherichia coli str. K-12 substr. MG1655	MG-2							no					SHIV NADAR UNIVERSITY	SRA1755057		public	D2D1260E877821778C20BA858B94AF39	07AFE706080141C4382EAAFFF932A009			
SRX22593245	SRR26899074	2024-05-01 0:30:40	2023-11-21 10:01:17	29262448	8837259296	29262448	302	2632		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR026/26899/SRR26899074/SRR26899074.lite.1	NULL1	RNA-Seq	other	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP473239	PRJNA1043608		1043608	SRS19599828	SAMN38345646	simple	511145	Escherichia coli str. K-12 substr. MG1655	DE1A							no					SHIV NADAR UNIVERSITY	SRA1755057		public	29F299E35FDA489ABAF324CE5FBCA26E	FFC4B3B172C2EEDEC0A26FE1FA43BA1C			
SRX22593246	SRR26899073	2024-05-01 0:30:40	2023-11-21 10:05:46	23933415	7227891330	23933415	302	2162		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR026/26899/SRR26899073/SRR26899073.lite.1	NULL2	RNA-Seq	other	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP473239	PRJNA1043608		1043608	SRS19599827	SAMN38345647	simple	511145	Escherichia coli str. K-12 substr. MG1655	DE2B							no					SHIV NADAR UNIVERSITY	SRA1755057		public	8484B9C28C12E08BE2D35BED576AD807	E3FE5C90164C482F5D4D0FCC2C11771E			
SRX24386560	SRR28823631	2024-04-28 5:36:39	2024-04-28 5:25:32	13400919	4047077538	13400919	302	1116		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR028/28823/SRR28823631/SRR28823631.lite.1	MDS42_2	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP504440	PRJNA1105431		1105431	SRS21142646	SAMN41102277	simple	511145	Escherichia coli str. K-12 substr. MG1655	replisome module rna-seq							no					SHANG HAI JIAO TONG UNIVERSITY	SRA1854324		public	23199A926748550539BA5A886178399F	D3C9EF4CB8D0C91DB40572A3B2E13F51			
SRX24386561	SRR28823630	2024-04-28 5:31:38	2024-04-28 5:25:24	13613957	4111415014	13613957	302	1135		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR028/28823/SRR28823630/SRR28823630.lite.1	MDS42_3	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP504440	PRJNA1105431		1105431	SRS21142646	SAMN41102277	simple	511145	Escherichia coli str. K-12 substr. MG1655	replisome module rna-seq							no					SHANG HAI JIAO TONG UNIVERSITY	SRA1854324		public	16C3DCC9203B742C442F2F7E31212D15	EF428371F14A05885619AD8ABB9D2195			
SRX24386563	SRR28823628	2024-04-28 5:31:38	2024-04-28 5:25:06	12418588	3750413576	12418588	302	1031		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR028/28823/SRR28823628/SRR28823628.lite.1	M_pRC_2	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP504440	PRJNA1105431		1105431	SRS21142646	SAMN41102277	simple	511145	Escherichia coli str. K-12 substr. MG1655	replisome module rna-seq							no					SHANG HAI JIAO TONG UNIVERSITY	SRA1854324		public	9FCA1972A05B933A5E6B93E31449DCF8	16F01633053819154413C9FD16D3957C			
SRX24386565	SRR28823626	2024-04-28 5:25:30	2024-04-28 5:23:30	13500004	4077001208	13500004	302	1130		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR028/28823/SRR28823626/SRR28823626.lite.1	M_p16_1	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP504440	PRJNA1105431		1105431	SRS21142646	SAMN41102277	simple	511145	Escherichia coli str. K-12 substr. MG1655	replisome module rna-seq							no					SHANG HAI JIAO TONG UNIVERSITY	SRA1854324		public	FA9D4CF69F9E3AD1277B589A998CA3A0	E81F77ACCFB9D6CBC7F677D323D3149C			
SRX24386566	SRR28823625	2024-04-28 5:25:30	2024-04-28 5:23:30	13485047	4072484194	13485047	302	1122		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR028/28823/SRR28823625/SRR28823625.lite.1	M_p16_2	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP504440	PRJNA1105431		1105431	SRS21142646	SAMN41102277	simple	511145	Escherichia coli str. K-12 substr. MG1655	replisome module rna-seq							no					SHANG HAI JIAO TONG UNIVERSITY	SRA1854324		public	0352E06A1EDBAA04BAFA12E286F1E055	2FDE7E0A92A2CFC04326F9D309A6B529			
SRX24386559	SRR28823632	2024-04-28 5:24:57	2024-04-28 5:23:27	12979062	3919676724	12979062	302	1075		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR028/28823/SRR28823632/SRR28823632.lite.1	MDS42_1	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP504440	PRJNA1105431		1105431	SRS21142646	SAMN41102277	simple	511145	Escherichia coli str. K-12 substr. MG1655	replisome module rna-seq							no					SHANG HAI JIAO TONG UNIVERSITY	SRA1854324		public	F8D9D26399F463DDFAD347675E75D6CB	7BDBF3C496F035A8733E0F7B90961379			
SRX24386562	SRR28823629	2024-04-28 5:24:57	2024-04-28 5:23:20	12672366	3827054532	12672366	302	1071		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR028/28823/SRR28823629/SRR28823629.lite.1	M_pRC_1	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP504440	PRJNA1105431		1105431	SRS21142646	SAMN41102277	simple	511145	Escherichia coli str. K-12 substr. MG1655	replisome module rna-seq							no					SHANG HAI JIAO TONG UNIVERSITY	SRA1854324		public	5FBFEE4BEFC4434448D258DA8C63A5CF	3DDD9658DCCAAD2EA5EAB275BF37BA44			
SRX24386564	SRR28823627	2024-04-28 5:24:57	2024-04-28 5:23:42	15202651	4591200602	15202651	302	1260		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR028/28823/SRR28823627/SRR28823627.lite.1	M_pRC_3	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP504440	PRJNA1105431		1105431	SRS21142646	SAMN41102277	simple	511145	Escherichia coli str. K-12 substr. MG1655	replisome module rna-seq							no					SHANG HAI JIAO TONG UNIVERSITY	SRA1854324		public	C0BFD57BD15FAAA9CB4B821CC40FF6F2	7DADCBA273896C49AB8F9FF2C73E8211			
SRX24386567	SRR28823624	2024-04-28 5:24:57	2024-04-28 5:23:24	13535929	4087850558	13535929	302	1121		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR028/28823/SRR28823624/SRR28823624.lite.1	M_p16_3	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP504440	PRJNA1105431		1105431	SRS21142646	SAMN41102277	simple	511145	Escherichia coli str. K-12 substr. MG1655	replisome module rna-seq							no					SHANG HAI JIAO TONG UNIVERSITY	SRA1854324		public	C1CCFF3F00793B2B95B8C099BE2BBBF4	5E86C833CD2BDA1920C509420B5D97F6			
SRX23778920	SRR28148105	2024-04-14 14:37:31	2024-02-28 10:28:14	9839376	590362560	0	60	203		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR028/28148/SRR28148105/SRR28148105.lite.1	GSM8117458	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 1000	SRP492300	PRJNA1081798	3	1081798	SRS20603653	SAMN40188374	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM8117458							no					AG K.JUNG, LMU MUNICH	SRA1812328		public	0D88ABE3F5A96F6192F1F0E4A172C3A7	C80BAD28FF9A8522734216128923ECDF			
SRX23778921	SRR28148104	2024-04-14 14:37:31	2024-02-28 10:26:55	6688844	401330640	0	60	138		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR028/28148/SRR28148104/SRR28148104.lite.1	GSM8117459	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 1000	SRP492300	PRJNA1081798	3	1081798	SRS20604240	SAMN40188373	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM8117459							no					AG K.JUNG, LMU MUNICH	SRA1812328		public	717E3CC7368C0FB4DAEA593DD676522F	262EBF83428A7D865F5454CFAA9334F9			
SRX23778922	SRR28148103	2024-04-14 14:37:31	2024-02-28 10:26:45	3862732	231763920	0	60	81		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR028/28148/SRR28148103/SRR28148103.lite.1	GSM8117460	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 1000	SRP492300	PRJNA1081798	3	1081798	SRS20603655	SAMN40188372	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM8117460							no					AG K.JUNG, LMU MUNICH	SRA1812328		public	53353BEAADA5809091A60D0333F28991	B30A0BA009A656B8C72875001B6D2CC2			
SRX23778923	SRR28148101	2024-04-14 14:37:31	2024-02-28 10:26:57	7927115	475626900	0	60	163		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR028/28148/SRR28148101/SRR28148101.lite.1	GSM8117461	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 1000	SRP492300	PRJNA1081798	3	1081798	SRS20604241	SAMN40188371	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM8117461							no					AG K.JUNG, LMU MUNICH	SRA1812328		public	BB84F4DA7F2854CCAF09431E0EC79DA8	DCD0609197210BF26EC5CE4CCEA1FECC			
SRX23778919	SRR28148106	2024-04-14 14:37:30	2024-02-28 10:26:54	7812514	468750840	0	60	157		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR028/28148/SRR28148106/SRR28148106.lite.1	GSM8117457	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 1000	SRP492300	PRJNA1081798	3	1081798	SRS20603652	SAMN40188375	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM8117457							no					AG K.JUNG, LMU MUNICH	SRA1812328		public	C9165FE875B04E7D1D9AB5A9DEAA3889	68F4F9ACA8E29650812DBEFEF8D627BA			
SRX23778924	SRR28148100	2024-04-14 14:37:30	2024-02-28 10:26:57	7460301	447618060	0	60	153		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR028/28148/SRR28148100/SRR28148100.lite.1	GSM8117462	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 1000	SRP492300	PRJNA1081798	3	1081798	SRS20603654	SAMN40188370	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM8117462							no					AG K.JUNG, LMU MUNICH	SRA1812328		public	047DEBA9D5F85406DFDC30304F12161E	7ED8C59FFA6788B2E7513879CF4E5F62			
SRX19601496	SRR23750090	2024-03-29 5:17:25	2023-03-08 18:46:27	87222	84147283	0	964	28		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-34/SRR023/23750/SRR23750090/SRR23750090.1	GSM7088599	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	PACBIO_SMRT	Sequel II	SRP426287	PRJNA942285	3	942285	SRS16981948	SAMN33684846	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM7088599							no					SCIENTIFIC COMPUTING FACILITY, MAX PLANCK INSTITUTE OF CELL BIOLOGY AND GENETICS	SRA1601659		public	9CA1E5D32841BCCACDDF9B5F8D976483	30FF26B24FC0BE27993EB22D8121541C			
SRX19601497	SRR23750089	2024-03-29 5:17:25	2023-03-08 18:46:24	103047	100398351	0	974	33		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-34/SRR023/23750/SRR23750089/SRR23750089.1	GSM7088600	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	PACBIO_SMRT	Sequel II	SRP426287	PRJNA942285	3	942285	SRS16981950	SAMN33684845	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM7088600							no					SCIENTIFIC COMPUTING FACILITY, MAX PLANCK INSTITUTE OF CELL BIOLOGY AND GENETICS	SRA1601659		public	CABFA8681BD182D5C088AEA750E2D0FA	0AE5A1B0EF8A2398A32DCD343F01AA20			
SRX19601498	SRR23750085	2024-03-29 5:17:25	2023-03-08 18:46:27	116941	112465524	0	961	37		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-34/SRR023/23750/SRR23750085/SRR23750085.1	GSM7088601	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	PACBIO_SMRT	Sequel II	SRP426287	PRJNA942285	3	942285	SRS16981947	SAMN33684844	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM7088601							no					SCIENTIFIC COMPUTING FACILITY, MAX PLANCK INSTITUTE OF CELL BIOLOGY AND GENETICS	SRA1601659		public	86A72892AF86C81BEB933C36F392EB6E	CA1CAB9A2D862AF3BDB3028A8F13C67B			
SRX19601499	SRR23750084	2024-03-29 5:17:25	2023-03-08 18:46:17	113521	108731455	0	957	36		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-34/SRR023/23750/SRR23750084/SRR23750084.1	GSM7088602	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	PACBIO_SMRT	Sequel II	SRP426287	PRJNA942285	3	942285	SRS16981949	SAMN33684843	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM7088602							no					SCIENTIFIC COMPUTING FACILITY, MAX PLANCK INSTITUTE OF CELL BIOLOGY AND GENETICS	SRA1601659		public	7BFAAE703958C8C7D82113C1CBE40AAE	E6B20FF81A67F40D5DFB19641C2DDABC			
SRX19601500	SRR23750086	2024-03-29 5:17:25	2023-03-08 18:46:29	147914	143204359	0	968	48		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-34/SRR023/23750/SRR23750086/SRR23750086.1	GSM7088603	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	PACBIO_SMRT	Sequel II	SRP426287	PRJNA942285	3	942285	SRS16981951	SAMN33684842	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM7088603							no					SCIENTIFIC COMPUTING FACILITY, MAX PLANCK INSTITUTE OF CELL BIOLOGY AND GENETICS	SRA1601659		public	548991859CE03940D635EB75DDC04221	CC8CE5E225D8E1859E6FC38670A765F7			
